# Wavelength in nm, Data in W / (nm m2)
#wavelength data
388.0000849746665 5.624862602869192e-16
388.148177510893 -1.4873023190266346e-16
388.29627004711944 1.4833353597274105e-16
388.4443625833459 -3.6097108336360827e-16
388.5924551195723 -6.3660192366913375e-16
388.74054765579876 1.0615800660723338e-16
388.88864019202526 4.107296924001405e-17
389.0367327282517 -4.652396936096581e-16
389.18482526447815 -3.448181528900533e-17
389.3329178007046 2.4277432313111393e-16
389.48101033693104 3.4107615640919634e-16
389.6291028731575 2.515216696340038e-16
389.777195409384 6.450054495398014e-16
389.9252879456104 3.2200314636945108e-16
390.07338048183686 -3.0137014036242477e-16
390.2214730180633 -7.276947211229905e-17
390.36956555428975 8.539200063118666e-16
390.5176580905162 7.86687895622385e-16
390.6657506267427 -6.66394153385707e-17
390.81384316296914 1.9402905096576855e-16
390.9619356991956 3.66249248658192e-16
391.110028235422 3.2290794346551475e-16
391.25812077164846 -4.0610162867616014e-16
391.4062133078749 -3.6152379951477285e-16
391.5543058441014 8.885861941189741e-17
391.70239838032785 3.0519114127371545e-16
391.8504909165543 2.794322994576559e-16
391.99858345278074 7.284288427269958e-17
392.1466759890072 3.186324385828972e-17
392.2947685252337 1.9505327904986524e-16
392.4428610614601 1.0869234403719792e-16
392.59095359768656 5.771916275072188e-17
392.739046133913 9.035207746578796e-17
392.88713867013945 -1.8244520151691098e-16
393.0352312063659 -4.060076555619903e-16
393.1833237425924 6.056694806535525e-17
393.33141627881884 2.27733817906666e-16
393.4795088150453 -8.051075708545034e-17
393.6276013512717 -5.179796761874708e-17
393.77569388749816 2.3557799282653723e-16
393.9237864237246 3.5471767975972534e-16
394.0718789599511 3.1463819066255215e-16
394.21997149617755 6.521920314778858e-17
394.368064032404 -9.714262382343402e-17
394.51615656863044 2.138952722543087e-16
394.6642491048569 4.65213600168102e-16
394.8123416410833 3.1886914446734726e-16
394.9604341773098 1.2915671802546667e-16
395.10852671353626 5.487548264482519e-17
395.2566192497627 2.6855534388555986e-17
395.40471178598915 8.136268360597465e-17
395.5528043222156 2.554194091336002e-16
395.70089685844204 -2.4204132128212035e-18
395.84898939466854 -4.07872791657894e-16
395.997081930895 -3.059089736291433e-16
396.1451744671214 -1.5492288803421755e-16
396.29326700334786 4.843505016599677e-17
396.4413595395743 1.605670945709501e-16
396.5894520758008 2.9947357861650695e-16
396.73754461202725 3.245674442744305e-16
396.8856371482537 5.753484042721964e-16
397.03372968448014 3.9257222017533635e-16
397.1818222207066 5.004410505652752e-16
397.329914756933 2.3301618988060475e-16
397.4780072931595 1.1266934226355824e-17
397.62609982938596 1.2780250133884945e-16
397.7741923656124 3.1265413852066863e-16
397.92228490183885 2.405461358377344e-16
398.0703774380653 2.0539877193378904e-16
398.21846997429174 -1.1768106192083718e-16
398.36656251051824 -2.4499027894096144e-16
398.5146550467447 -3.2048731212257885e-17
398.6627475829711 6.735998116083662e-17
398.81084011919756 8.446812253004996e-17
398.958932655424 8.144453575687757e-17
399.10702519165045 1.5609190154545096e-16
399.25511772787695 2.023460677353606e-16
399.4032102641034 4.292631220627321e-17
399.55130280032984 -1.916322805243545e-16
399.6993953365563 -1.848239980711437e-16
399.8474878727827 1.440220733699958e-16
399.9955804090092 3.587064336704087e-16
400.14367294523566 2.6164657679466575e-16
400.2917654814621 1.1736527678865521e-16
400.43985801768855 6.818839237259005e-17
400.587950553915 4.6473712658920464e-17
400.73604309014144 1.139380708931251e-16
400.88413562636794 6.064167704801846e-17
401.0322281625944 -1.1715585366599327e-17
401.1803206988208 4.1672459371988414e-17
401.32841323504726 5.3510030450526814e-17
401.4765057712737 1.5471242395812957e-16
401.62459830750015 2.2742377479686375e-16
401.77269084372665 1.8247398059430232e-16
401.9207833799531 7.345656763391782e-17
402.06887591617954 7.558412794899851e-17
402.216968452406 7.805092755965192e-17
402.3650609886324 -5.5081612827205685e-17
402.51315352485886 -6.617838801734919e-17
402.66124606108536 -1.767459116621732e-17
402.8093385973118 -2.7971639979643015e-17
402.95743113353825 7.525785977470749e-17
403.1055236697647 1.5618145326065727e-16
403.25361620599114 3.534752031226497e-17
